"","Open","High","Low","Close","Volume"
"2011-09-29",30.969999,31.125,29.0075,29.887501,9748400
"2011-09-30",28.9925,29.5825,28.264999,28.57,12290400
"2011-10-03",28.245001,28.875,27.875,27.977501,10690400
"2011-10-04",27.455,29.49,27.32,29.4,13187200
"2011-10-05",28.735001,29.5,28.25,29.3125,12980800
"2011-10-06",29.4175,30.672501,28.950001,30.5,13020400
"2011-10-07",30.627501,30.8475,29.9925,30.24,8627200
"2011-10-10",30.727501,31.5725,30.690001,31.432501,8018800
"2011-10-11",30.9475,32.5,30.877501,31.897499,9520800
"2011-10-12",32.080002,32.807499,31.775,31.815001,8664800
"2011-10-13",31.629999,32.490002,31.512501,32.387501,6344000
"2011-10-14",32.950001,33.119999,32.282501,32.950001,7864000
"2011-10-17",32.4375,32.904999,31.5725,31.68,7901600
"2011-10-18",31.535,32.709999,30.75,32.384998,9135200
"2011-10-19",32.142502,32.904999,31.6775,31.842501,7756000
"2011-10-20",31.702499,32.365002,31.139999,31.92,6074800
"2011-10-21",32.272499,32.455002,31.6775,32.322498,6832400
"2011-10-24",31.727501,33.237499,31.727501,33.1325,8055200
"2011-10-25",32.645,32.962502,32.150002,32.389999,8303200
"2011-10-26",32.459999,32.529999,30.059999,30.889999,21834400
"2011-10-27",31.995001,33.735001,31.762501,33.34,21904800
"2011-10-28",32.947498,34.9375,32.764999,34.785,15308400
"2011-10-31",33.735001,34.23,33.2925,33.2925,7856800
"2011-11-01",32.349998,32.945,31.684999,32.587502,12992400
"2011-11-02",33.139999,33.150002,31.934999,32.459999,10990800
"2011-11-03",32.939999,33.352501,32.112499,33.262501,8057600
"2011-11-04",33.009998,33.232498,32.502499,32.8325,4981600
"2011-11-07",32.695,33.672501,32.525002,33.334999,7201200
"2011-11-08",33.7225,33.817501,33.037498,33.532501,6369600
"2011-11-09",32.737499,33.34,32.067501,32.1875,8173200
"2011-11-10",32.66,32.732498,31.262501,31.952499,7618400
"2011-11-11",32.502499,32.875,32.200001,32.467499,7108400
"2011-11-14",33.435001,34.052502,33.012501,33.380001,12706800
"2011-11-15",33.762501,34.342499,33.25,34.150002,10642800
"2011-11-16",33.860001,34.09,32.702499,32.939999,10648000
"2011-11-17",33.41,33.41,31.067499,31.522499,26553600
"2011-11-18",29.862499,30,27.77,28.3575,48698000
"2011-11-21",27.987499,28.6075,26.264999,27.995001,28432800
"2011-11-22",27.7925,28.1525,26.747499,27.0625,16068800
"2011-11-23",26.717501,26.93,26,26.4475,16027600
"2011-11-25",25.870001,26.7225,25.844999,26.2325,7435200
"2011-11-28",27.282499,28.355,27.282499,27.795,17562400
"2011-11-29",27.8225,28.2125,27.5275,27.647499,12251200
"2011-11-30",28.745001,29.620001,28.4925,29.605,17102400
"2011-12-01",29.012501,29.84,28.879999,29.594999,12666800
"2011-12-02",29.745001,30.1625,29.512501,29.91,9842800
"2011-12-05",30.7325,32.112499,30.5625,31.252501,20778400
"2011-12-06",31.2125,31.5,30.727501,30.83,12810000
"2011-12-07",30.65,30.815001,30.172501,30.647499,7630400
"2011-12-08",30.372499,31,30.0825,30.157499,7983600
"2011-12-09",30.2325,31.055,30,30.969999,8e+06
"2011-12-12",29.692499,30,28.559999,29.0175,15026800
"2011-12-13",29.432501,29.655001,28.1425,28.3325,11335200
"2011-12-14",28.040001,28.040001,26.825001,27.092501,15540800
"2011-12-15",27.547501,27.620001,26.23,26.6775,13297600
"2011-12-16",26.9475,27.327499,26.6525,26.764999,12270000
"2011-12-19",26.7675,26.92,25.74,25.8675,9168400
"2011-12-20",26.51,26.51,25.59,26.08,14539600
"2011-12-21",24.9125,24.997499,23.522499,24.7575,39458400
"2011-12-22",24.870001,25.235001,24.012501,25.084999,18088800
"2011-12-23",25.047501,25.262501,24.344999,24.504999,9992800
"2011-12-27",24.49,25.4475,24.49,25.0725,15964400
"2011-12-28",25,25.237499,24.684999,25.032499,8098000
"2011-12-29",25.0275,25.610001,24.879999,25.547501,8962800
"2011-12-30",25.514999,25.775,25.325001,25.365,8144400
"2012-01-03",26.045,26.51,25.225,25.299999,12983600
"2012-01-04",24.747499,24.875,24.07,24.370001,19788400
"2012-01-05",24.235001,24.987499,23.790001,24.692499,14988800
"2012-01-06",24.745001,25.3125,24.2125,25.264999,17464400
"2012-01-09",25.205,25.459999,24.8825,25.1875,13761600
"2012-01-10",25.695,26.202499,25.415001,26.1975,17688400
"2012-01-11",26.370001,26.924999,26.252501,26.455,14204000
"2012-01-12",26.397499,26.5975,26.125,26.42,6792000
"2012-01-13",26.15,26.215,25.6675,25.975,8543600
"2012-01-17",26.057501,26.497499,25.719999,25.860001,7567600
"2012-01-18",25.8475,27.065001,25.567499,26.924999,11434400
"2012-01-19",27.8375,28.969999,27.8375,28.627501,20426000
"2012-01-20",28.3675,28.8225,28.15,28.547501,9362800
"2012-01-23",28.555,29.275,28.272499,28.6875,9100000
"2012-01-24",28.717501,29.4575,28.6525,29.3825,7864000
"2012-01-25",29.66,29.66,28.9575,29.535,6836000
"2012-01-26",29.85,29.9925,28.885,29.055,6778000
"2012-01-27",28.8125,29.52,28.702499,29.15,5397600
"2012-01-30",28.93,29.3375,28.629999,28.8925,10216800
"2012-01-31",29.27,29.34,28.6625,29.200001,5320800
"2012-02-01",29.3375,29.997499,28.905001,29.83,7516800
"2012-02-02",29.737499,30.112499,29.262501,29.57,8062800
"2012-02-03",29.834999,31.1975,29.834999,31.025,11595600
"2012-02-06",30.8025,31.1625,30.6,30.807501,6050000
"2012-02-07",30.709999,30.975,30.455,30.700001,5415600
"2012-02-08",30.83,30.985001,30.217501,30.950001,5908000
"2012-02-09",30.855,31.924999,30.782499,31.4025,9218800
"2012-02-10",32.0275,32.525002,31.73,32.110001,16473600
"2012-02-13",32.450001,33.3325,32.349998,33.057499,17785600
"2012-02-14",33.037498,33.682499,32.474998,32.900002,10091600
"2012-02-15",33.077499,33.3825,32.482498,32.654999,9466000
"2012-02-16",32.77,33,32.220001,32.9375,10111200
"2012-02-17",33.112499,33.25,32.285,32.2925,9880400
"2012-02-21",32.637501,32.737499,31.692499,31.9025,10157600
"2012-02-22",32.255001,32.450001,31.934999,32.017502,7881200
"2012-02-23",32,33,31.762501,32.942501,20930800
"2012-02-24",36.384998,36.564999,34.9375,35.91,58348400
"2012-02-27",35.182499,36.072498,35.002499,35.837502,15408000
"2012-02-28",35.25,35.875,35.25,35.865002,11445200
"2012-02-29",35.737499,36.25,35.5425,35.790001,10067200
"2012-03-01",35.994999,36.397499,35.505001,36.244999,9913600
"2012-03-02",35.997501,36.5,35.877499,35.947498,9123200
"2012-03-05",35.852501,35.855,35.052502,35.52,7858400
"2012-03-06",34.950001,35.345001,34.584999,35.172501,9244000
"2012-03-07",35.334999,36,35.279999,35.865002,6978800
"2012-03-08",36.002499,36.875,35.98,36.52,9545200
"2012-03-09",36.52,37,36.407501,36.857498,7590400
"2012-03-12",36.782501,37,36.377499,36.7925,6205200
"2012-03-13",36.997501,38.217499,36.952499,38.064999,11707600
"2012-03-14",37.967499,38.09,37.4025,37.9025,6467600
"2012-03-15",37.9925,38.610001,37.75,38.107498,8651600
"2012-03-16",38.400002,38.465,37.555,37.8475,7921200
"2012-03-19",37.869999,37.8825,37.169998,37.485001,6862800
"2012-03-20",37.3125,37.825001,36.822498,37.747501,6388800
"2012-03-21",38.107498,39.012501,37.904999,38.592499,9936800
"2012-03-22",38.2075,38.474998,37.950001,38.209999,5102800
"2012-03-23",38.2225,38.66,38.075001,38.474998,4654000
"2012-03-26",38.700001,39.389999,38.537498,39.334999,6768400
"2012-03-27",39.169998,39.294998,38.3475,38.375,7746000
"2012-03-28",38.487499,38.927502,37.9175,38.514999,6222800
"2012-03-29",38.252499,39.357498,38.0425,39.102501,7193200
"2012-03-30",39.182499,39.244999,38.224998,38.627499,6420800
"2012-04-02",38.2225,39.612499,38.139999,39.294998,8230800
"2012-04-03",39.150002,39.752499,39.107498,39.580002,5534800
"2012-04-04",39.255001,39.255001,38.240002,38.919998,6243600
"2012-04-05",39.002499,39.404999,38.607498,39.259998,4948400
"2012-04-09",38.3825,39.474998,38.252499,39.380001,7308000
"2012-04-10",39.435001,39.75,38.240002,38.432499,10788800
"2012-04-11",38.084999,39.642502,38.084999,39.52,11344800
"2012-04-12",39.447498,39.672501,39.0975,39.575001,6048000
"2012-04-13",39.497501,40.4725,39.294998,39.842499,9975200
"2012-04-16",40.192501,40.375,38.5625,38.732498,9880400
"2012-04-17",38.862499,39.202499,38.477501,39.0425,6028800
"2012-04-18",38.797501,39.895,38.695,39.66,5556000
"2012-04-19",39.782501,41.1875,39.450001,39.892502,12405200
"2012-04-20",40.017502,40.275002,39.2075,39.224998,7006400
"2012-04-23",38.549999,38.959999,37.665001,38.75,9539600
"2012-04-24",38.642502,38.692501,36.875,37.494999,9383600
"2012-04-25",37.625,38,36.942501,37.674999,11908400
"2012-04-26",37.75,39.087502,37.75,39.049999,7077600
"2012-04-27",39.1175,39.720001,38.657501,39.165001,7682000
"2012-04-30",39.022499,39.282501,38.697498,38.932499,3965200
"2012-05-01",39.037498,39.845001,38.7425,39.220001,5548800
"2012-05-02",38.990002,39.875,38.880001,39.735001,5876400
"2012-05-03",40.067501,40.875,39.327499,39.380001,12618800
"2012-05-04",39.299999,39.299999,38.07,38.147499,10230400
"2012-05-07",37.947498,38.424999,37.685001,37.9575,6163200
"2012-05-08",37.650002,37.720001,35.514999,36.505001,15954400
"2012-05-09",36.077499,37.555,36.009998,37.244999,9210400
"2012-05-10",37.342499,37.450001,33.592499,33.860001,38547600
"2012-05-11",33.775002,35.067501,33.677502,34.445,13857600
"2012-05-14",34.044998,34.657501,33.799999,34.137501,7354000
"2012-05-15",34.577499,34.997501,34.387501,34.525002,11282800
"2012-05-16",34.869999,34.935001,33.517502,34.145,13078400
"2012-05-17",34.240002,34.744999,33.0275,33.450001,21522000
"2012-05-18",35.857498,37.237499,35.75,36.395,36138000
"2012-05-21",36.029999,37.3825,35.080002,37.262501,15436400
"2012-05-22",37.044998,37.977501,36.75,37.362499,12460000
"2012-05-23",36.7575,37.737499,36.389999,37.6525,10400000
"2012-05-24",37.299999,37.560001,36.25,36.552502,10060400
"2012-05-25",36.785,37.5,36.549999,36.75,9678400
"2012-05-29",36.740002,37.18,35.799999,36.422501,10981600
"2012-05-30",35.587502,35.7425,34.875,35.237499,13785200
"2012-05-31",34.560001,35.134998,33.787498,34.654999,12621600
"2012-06-01",33.560001,33.587502,32.650002,32.747501,15065600
"2012-06-04",32.532501,33.047501,31.58,32.805,14039200
"2012-06-05",32.685001,33.8125,32.450001,33.435001,10949200
"2012-06-06",33.5825,34.432499,33.299999,34.244999,10435600
"2012-06-07",34.580002,34.650002,33.814999,33.889999,7091200
"2012-06-08",33.830002,34.157501,32.849998,34.122501,8953200
"2012-06-11",34.3325,34.375,32.595001,32.615002,8252000
"2012-06-12",32.922501,32.922501,31.737499,32.645,9843600
"2012-06-13",32.567501,32.595001,31.639999,31.8325,8401600
"2012-06-14",31.8225,32.407501,31.3125,32.34,12167600
"2012-06-15",32.455002,33.767502,32.139999,33.639999,12874000
"2012-06-18",32.830002,34.435001,32.535,34.200001,11644400
"2012-06-19",34.580002,35.6175,34.134998,34.502499,10668400
"2012-06-20",34.68,34.807499,34.047501,34.4375,7940400
"2012-06-21",33.834999,34.4375,33.1675,33.192501,8782000
"2012-06-22",33.285,34.3125,33.275002,34.2775,8194000
"2012-06-25",33.802502,33.862499,33.172501,33.540001,5635200
"2012-06-26",33.682499,34.1675,33.5,33.8325,4588400
"2012-06-27",33.744999,34.325001,33.592499,33.93,4570800
"2012-06-28",33.75,33.855,32.412498,32.945,7087600
"2012-06-29",33.834999,34.577499,33.787498,34.564999,10560800
"2012-07-02",34.227501,34.810001,33.982498,34.767502,8538800
"2012-07-03",34.715,35.639999,34.630001,35.337502,3344400
"2012-07-05",35.237499,35.959999,35,35.605,4278800
"2012-07-06",34.9025,34.9025,33.369999,33.9375,11248400
"2012-07-09",33.959999,34.174999,32.650002,32.825001,8984000
"2012-07-10",33.154999,33.4175,32,32.217499,8694400
"2012-07-11",32.497501,32.605,31.3225,31.727501,6042800
"2012-07-12",31.995001,32.247501,31.202499,31.885,6979200
"2012-07-13",32.060001,32.75,31.997499,32.637501,6668400
"2012-07-16",32.487499,32.697498,31.860001,31.997499,4522800
"2012-07-17",32.23,32.474998,31.275,31.695,7252400
"2012-07-18",32.584999,34.115002,32.349998,33.724998,12746400
"2012-07-19",33.935001,35.2075,33.849998,34.7775,10063200
"2012-07-20",34.505001,34.505001,33.627499,33.790001,6290000
"2012-07-23",33.044998,33.18,32.2225,32.75,10374400
"2012-07-24",32.700001,32.779999,31.387501,31.68,15500000
"2012-07-25",32.002499,32.282501,31.2775,31.33,9948400
"2012-07-26",32.09,32.6875,30.7225,31.1525,18435600
"2012-07-27",31.34,33.3475,31.34,32.872501,16979200
"2012-07-30",32.892502,32.892502,31.2575,31.467501,14448400
"2012-07-31",31.540001,32.055,30.91,31.09,9177600
"2012-08-01",31.842501,31.907499,30.7425,31.1425,8856800
"2012-08-02",30.719999,31.3125,30.045,30.342501,10301200
"2012-08-03",31.0275,32.157501,30.377501,32.067501,10586400
"2012-08-06",32.262501,33.587502,31.932501,33.18,11321200
"2012-08-07",33.415001,34.747501,33.272499,34.169998,11107600
"2012-08-08",33.900002,34.297501,33.695,33.887501,8405200
"2012-08-09",33.865002,34.737499,33.842499,34.439999,6166400
"2012-08-10",34.445,35.3125,34.380001,34.959999,10627600
"2012-08-13",35.875,36.599998,35.6325,36.287498,17647600
"2012-08-14",36.322498,36.322498,35.375,35.639999,10455600
"2012-08-15",35.705002,36.099998,35.529999,36.032501,4846400
"2012-08-16",35.685001,36.9375,35.674999,36.740002,9492400
"2012-08-17",37.102501,37.102501,36.654999,36.807499,6748000
"2012-08-20",36.810001,36.974998,35.825001,36.892502,10104400
"2012-08-21",37.272499,37.717499,36.689999,36.91,8800800
"2012-08-22",36.98,37.32,36.279999,37.154999,8528800
"2012-08-23",37.154999,37.317501,36.392502,36.692501,16410800
"2012-08-24",35.27,37.372501,35.192501,37.134998,28062400
"2012-08-27",36.797501,37.9925,36.752499,37.264999,12876400
"2012-08-28",36.732498,36.935001,35.915001,36.279999,14783200
"2012-08-29",36.237499,36.564999,36.012501,36.400002,8646000
"2012-08-30",36.087502,36.205002,35.532501,35.672501,7556000
"2012-08-31",36.067501,36.619999,35.700001,36.294998,8144400
"2012-09-04",36.18,36.432499,35.727501,36.209999,7312800
"2012-09-05",36.157501,36.395,35.752499,36.182499,6233600
"2012-09-06",36.375,37.4725,36.227501,37.2225,9194000
"2012-09-07",37.197498,37.642502,37.014999,37.392502,6190400
"2012-09-10",37.462502,37.695,37.127499,37.334999,4713200
"2012-09-11",37.27,37.805,37.047501,37.697498,6767600
"2012-09-12",37.772499,38.7075,37.752499,38.177502,10642000
"2012-09-13",38.380001,39.5,38.189999,39.247501,10942800
"2012-09-14",39.182499,40.474998,39.139999,39.857498,13426800
"2012-09-17",39.752499,39.970001,39.412498,39.540001,5740800
"2012-09-18",39.375,39.5,38.9575,39.072498,6022800
"2012-09-19",38.974998,39.732498,38.634998,39.494999,8056000
"2012-09-20",39.505001,39.650002,38.502499,39.005001,7120800
"2012-09-21",39.145,39.4375,38.752499,38.799999,9854000
"2012-09-24",38.445,38.775002,38.012501,38.392502,4796000
"2012-09-25",38.477501,38.955002,38.029999,38.032501,6296800
"2012-09-26",37.764999,37.845001,36.555,37.235001,8626400
"2012-09-27",37.599998,38.5425,37.32,38.294998,6900000
"2012-09-28",37.922501,38.57,37.775002,38.172501,6212800
"2012-10-01",38.2925,38.372501,37.395,37.785,8091600
"2012-10-02",37.875,38.470001,37.567501,38.235001,5214800
"2012-10-03",38.375,39.450001,38.3325,39.259998,8752000
"2012-10-04",38.884998,39.5275,38.717499,39.4575,6671200
"2012-10-05",39.872501,39.962502,38.4375,38.682499,6718400
"2012-10-08",38.4925,39.112499,38.18,38.400002,4539200
"2012-10-09",38.262501,38.599998,37.547501,38.035,5986400
"2012-10-10",38.044998,38.150002,37.169998,37.540001,4948000
"2012-10-11",38.240002,38.744999,37.912498,38.1525,5578800
"2012-10-12",38.314999,38.6875,38.049999,38.322498,4350000
"2012-10-15",38.27,38.737499,37.880001,38.537498,3823600
"2012-10-16",38.6875,38.9175,38.397499,38.865002,4082400
"2012-10-17",38.737499,38.810001,37.665001,37.907501,6300000
"2012-10-18",37.7925,38.022499,37.215,37.525002,6157600
"2012-10-19",37.4175,37.797501,37.105,37.252499,8387200
"2012-10-22",37.32,37.5,36.564999,36.907501,6422400
"2012-10-23",36.470001,37.375,36.377499,37.200001,4791600
"2012-10-24",37.450001,37.787498,36.8675,37.055,5813600
"2012-10-25",37.247501,37.307499,35.634998,36.327499,17436800
"2012-10-26",36.4025,36.8325,36.317501,36.662498,8319200
"2012-10-31",36.212502,36.814999,36.002499,36.494999,6795600
"2012-11-01",35.8125,36.740002,34.759998,36.555,10004000
"2012-11-02",36.790001,37.105,36.470001,36.650002,7022400
"2012-11-05",36.717499,36.717499,35.845001,36.272499,6740400
"2012-11-06",36.375,37.267502,36.375,36.93,3989600
"2012-11-07",36.477501,36.935001,36.462502,36.630001,5667600
"2012-11-08",36.567501,36.6875,35.625,35.82,8838400
"2012-11-09",35.605,36.075001,35.255001,35.285,6524000
"2012-11-12",35.415001,35.7075,34.9375,35.419998,4833200
"2012-11-13",35.049999,35.669998,34.77,35.2775,4170000
"2012-11-14",35.677502,35.955002,34.84,34.919998,5552000
"2012-11-15",35.047501,35.255001,34.865002,35.182499,4548400
"2012-11-16",35.342499,36.224998,35.037498,36.075001,6346000
"2012-11-19",36.327499,37.392502,36.327499,36.830002,8460800
"2012-11-20",36.837502,37.3825,36.092499,36.474998,12270000
"2012-11-21",37.525002,39.772499,37.450001,39.695,27916800
"2012-11-23",39.092499,39.922501,38.752499,39.862499,8430800
"2012-11-26",39.217499,40.125,39.150002,40.055,10954400
"2012-11-27",39.345001,39.8125,39.035,39.092499,11893200
"2012-11-28",38.779999,39.522499,38.75,39.465,6702000
"2012-11-29",39.494999,39.950001,39.465,39.6875,5776800
"2012-11-30",39.544998,39.695,39.235001,39.4175,3504000
"2012-12-03",39.674999,39.875,39.217499,39.262501,4642000
"2012-12-04",39.259998,39.4175,38.7775,39.235001,3894000
"2012-12-05",39.055,39.285,38.307499,39.217499,5315200
"2012-12-06",39.122501,39.677502,39,39.352501,5110000
"2012-12-07",39.272499,39.6175,39.025002,39.174999,5182000
"2012-12-10",39.174999,39.619999,39.0975,39.605,3867600
"2012-12-11",39.587502,41.4725,39.587502,41.25,17480400
"2012-12-12",41.294998,42.0275,41.099998,41.7575,9206000
"2012-12-13",41.5425,41.852501,41.387501,41.66,6459200
"2012-12-14",41.325001,42.040001,41.325001,41.702499,5086800
"2012-12-17",41.192501,42.637501,41.165001,42.227501,10098400
"2012-12-18",42.252499,42.912498,42.18,42.724998,4890000
"2012-12-19",42.82,43.1875,42.452499,42.465,4176000
"2012-12-20",42.5,42.560001,42.130001,42.52,4705200
"2012-12-21",41.982498,42.435001,41.869999,42.237499,10731600
"2012-12-24",42.092499,42.360001,42,42.337502,1648000
"2012-12-26",42.299999,42.419998,41.314999,41.584999,3720400
"2012-12-27",41.57,41.862499,40.665001,41.560001,5888800
"2012-12-28",41.110001,41.4375,40.8825,41.044998,4128400
"2012-12-31",40.952499,42.0825,40.727501,42.025002,6147200
"2013-01-02",42.942501,43.490002,41.720001,42.7925,8162800
"2013-01-03",42.517502,43.134998,42.029999,42.177502,5707600
"2013-01-04",42.165001,42.5975,42.017502,42.4025,3296400
"2013-01-07",42.32,42.32,41.689999,42.244999,4185600
"2013-01-08",42.337502,42.674999,41.887501,42.4925,3953600
"2013-01-09",42.5275,43.092499,42.3325,42.9575,3856000
"2013-01-10",43.150002,43.4575,42.4575,43.279999,4749200
"2013-01-11",43.122501,43.412498,42.807499,43.337502,5296800
"2013-01-14",43.235001,43.695,43.112499,43.502499,3814000
"2013-01-15",43.112499,43.740002,42.7925,43.662498,4128000
"2013-01-16",43.5,43.68,41.817501,42.41,16573600
"2013-01-17",42.695,43.334999,42.605,42.782501,6331600
"2013-01-18",42.880001,43.025002,41.91,42.505001,6346000
"2013-01-22",42.505001,42.567501,41.529999,41.7225,7501600
"2013-01-23",41.805,42.93,41.790001,42.605,5760000
"2013-01-24",42.6875,43.372501,42.622501,43.072498,5149600
"2013-01-25",43.297501,43.935001,43.1525,43.465,6508000
"2013-01-28",44.3325,44.727501,44.162498,44.517502,8180000
"2013-01-29",43.674999,43.997501,43.077499,43.672501,6209600
"2013-01-30",43.759998,44.110001,42.935001,43.075001,7241600
"2013-01-31",43.352501,43.695,42.650002,43.032501,4999600
"2013-02-01",43.494999,43.959999,43.307499,43.764999,5174000
"2013-02-04",43.447498,43.705002,42.962502,43.189999,5354400
"2013-02-05",43.267502,43.439999,42.775002,43.099998,3767200
"2013-02-06",42.8675,43.330002,42.6675,42.825001,4883200
"2013-02-07",42.939999,43.125,42.290001,42.512501,4346000
"2013-02-08",42.619999,42.860001,42.369999,42.487499,4284000
"2013-02-11",42.705002,42.8125,42.272499,42.657501,5684000
"2013-02-12",42.682499,43.25,42.6175,43.09,5906400
"2013-02-13",43.09,43.34,42.5,43.075001,4106800
"2013-02-14",43.072498,43.865002,42.889999,43.615002,6841200
"2013-02-15",43.6875,43.959999,43.1525,43.7575,5413600
"2013-02-19",43.674999,43.935001,43.447498,43.7075,3497200
"2013-02-20",43.720001,43.904999,42.764999,42.77,5296800
"2013-02-21",42.7225,42.790001,41.942501,42.137501,5466800
"2013-02-22",42.537498,42.639999,42.1875,42.639999,4078400
"2013-02-25",42.447498,42.740002,40.82,40.877499,10159600
"2013-02-26",40.952499,41.669998,40.564999,40.84,6919200
"2013-02-27",40.842499,42.052502,40.5,41.735001,6224400
"2013-02-28",41.767502,42.474998,41.767502,42.305,14840000
"2013-03-01",44.375,45.810001,42.697498,45.5,26723200
"2013-03-04",45.505001,46.657501,45.369999,46.4725,9554000
"2013-03-05",45.935001,46.4725,45.759998,46.442501,9381200
"2013-03-06",46.415001,46.8675,46.142502,46.592499,4816400
"2013-03-07",46.6175,46.637501,46.02,46.1175,3820000
"2013-03-08",46.452499,46.512501,45.767502,46.462502,4218400
"2013-03-11",46.380001,46.985001,46.377499,46.485001,4032000
"2013-03-12",45.674999,45.830002,45.125,45.197498,8922000
"2013-03-13",45.375,45.412498,44.737499,45.227501,6623200
"2013-03-14",45.41,45.724998,44.59,44.622501,7147600
"2013-03-15",44.607498,44.959999,44.047501,44.125,9867600
"2013-03-18",43.825001,44.25,43.455002,43.532501,6496800
"2013-03-19",43.630001,43.682499,42.592499,42.807499,7280800
"2013-03-20",43.287498,43.422501,42.945,43.127499,4590400
"2013-03-21",42.692501,43.419998,42.535,43.182499,6500000
"2013-03-22",43.849998,44.279999,43.262501,44.014999,7256400
"2013-03-25",43.985001,44.067501,43.055,43.189999,5163200
"2013-03-26",43.375,43.702499,42.797501,43.397499,4500800
"2013-03-27",43.23,44.0425,43.119999,43.970001,5028400
"2013-03-28",43.9575,44.805,43.77,44.7075,6541200
"2013-04-01",44.674999,44.912498,43.682499,43.8475,4823200
"2013-04-02",44.247501,44.322498,43.702499,43.8325,3875600
"2013-04-03",43.705002,43.962502,41.672501,42.127499,8306000
"2013-04-04",42.130001,42.165001,41.130001,41.602501,5673200
"2013-04-05",40.415001,41.43,40.330002,41.355,5285200
"2013-04-08",41.240002,41.797501,40.9925,41.715,3674400
"2013-04-09",41.877499,41.877499,40.887501,41.3325,5304000
"2013-04-10",41.485001,42.302502,41.377499,42.195,4476400
"2013-04-11",41.880001,42.084999,41.407501,41.627499,6846000
"2013-04-12",41.59,42.465,41.125,42.380001,7168400
"2013-04-15",41.994999,42.485001,41.294998,41.294998,7120000
"2013-04-16",41.685001,42.599998,41.517502,42.5975,6039200
"2013-04-17",42.212502,42.665001,41.415001,41.837502,22142000
"2013-04-18",41.169998,41.91,40.759998,41.029999,4476800
"2013-04-19",41.02,41.25,39.75,40.880001,8713600
"2013-04-22",41.060001,41.169998,40.130001,40.32,4897800
"2013-04-23",40.709999,41.549999,40.610001,41.080002,4115200
"2013-04-24",41.02,41.529999,40.869999,40.91,2671100
"2013-04-25",41.099998,41.169998,40.619999,40.759998,5148900
"2013-04-26",40.84,41.099998,40.630001,40.709999,2646100
"2013-04-29",40.75,41.279999,40.549999,41.009998,2651800
"2013-04-30",41.049999,41.240002,40.709999,41.110001,3806600
"2013-05-01",41.209999,42.189999,41.119999,41.560001,6423600
"2013-05-02",41.77,42.099998,41.5,41.869999,3598400
"2013-05-03",42.27,42.5,42.060001,42.240002,2897000
"2013-05-06",42.330002,42.84,42.299999,42.439999,4305700
"2013-05-07",42.639999,42.849998,42.110001,42.419998,2803000
"2013-05-08",42.43,42.59,42.200001,42.369999,3029900
"2013-05-09",42.349998,43.779999,42.279999,43.150002,6062100
"2013-05-10",43.209999,44.25,43.209999,44.169998,4287000
"2013-05-13",44.330002,44.560001,43.830002,43.959999,2945200
"2013-05-14",44.049999,45.040001,44.009998,44.98,4117200
"2013-05-15",45.029999,45.07,44.41,44.790001,3099500
"2013-05-16",45.389999,47.310001,45.290001,46.150002,7165000
"2013-05-17",46.18,46.830002,45.75,46.790001,4787600
"2013-05-20",47.139999,47.580002,46.82,47.009998,6331700
"2013-05-21",47.049999,47.110001,46.299999,46.330002,6112600
"2013-05-22",46.43,47.220001,45.529999,45.779999,6717200
"2013-05-23",43.439999,46.049999,43.02,45.689999,12218700
"2013-05-24",42.75,43.82,41.799999,43.25,21576800
"2013-05-28",43.529999,43.529999,41.619999,41.799999,10067300
"2013-05-29",41.18,42.360001,40.849998,41.93,8799500
"2013-05-30",42.09,42.970001,42,42.759998,5557500
"2013-05-31",42.52,43.060001,42.080002,42.330002,5758500
"2013-06-03",42.369999,42.439999,40.09,41.040001,8969800
"2013-06-04",39.25,40.189999,37.57,37.799999,29720600
"2013-06-05",38.68,38.810001,37.689999,37.950001,18556600
"2013-06-06",37.869999,38.400002,37.099998,38.060001,10970900
"2013-06-07",38.380001,39.639999,38.27,39.610001,10146600
"2013-06-10",39.950001,39.970001,38.52,38.68,10800800
"2013-06-11",38.240002,38.32,37.34,37.59,8942900
"2013-06-12",38.119999,38.509998,37.290001,37.580002,7769100
"2013-06-13",37.459999,37.98,36.869999,37.799999,5839000
"2013-06-14",37.790001,38.720001,37.5,37.560001,4942800
"2013-06-17",37.220001,38.82,37.080002,38.220001,6521400
"2013-06-18",38.25,38.52,38.040001,38.25,3207200
"2013-06-19",38.25,38.5,37.580002,37.650002,4960400
"2013-06-20",37.360001,37.790001,36.580002,36.75,5537300
"2013-06-21",37,38.830002,36.09,38.299999,15540200
"2013-06-24",37.630001,37.630001,36.130001,36.950001,8583200
"2013-06-25",37.610001,38.240002,37.34,37.439999,5831200
"2013-06-26",37.75,38.200001,37.720001,38,5046600
"2013-06-27",38.34,38.950001,38.299999,38.84,5187200
"2013-06-28",38.439999,38.57,37.810001,38.18,5064800
"2013-07-01",38.560001,38.720001,37.759998,37.799999,3799100
"2013-07-02",37.740002,38.400002,37.73,38.169998,4111000
"2013-07-03",37.889999,38.740002,37.779999,38.549999,2292300
"2013-07-05",38.959999,39.07,38.330002,38.939999,2824600
"2013-07-08",39.029999,39.360001,38.330002,38.43,3846100
"2013-07-09",38.490002,38.810001,37.939999,38.720001,3796000
"2013-07-10",38.77,39.970001,38.580002,39.740002,4668200
"2013-07-11",40.209999,41.700001,40.16,41.52,6911700
"2013-07-12",41.560001,42.599998,41.330002,42.43,5274600
"2013-07-15",42.27,42.43,41.290001,41.98,4151300
